"Year","City","naps_id","Pollutant","Latitude","Longitude","annual_mean_3hMax","annual_mean_8hMax"
2018,"Barrie","065001","PM2.5",44.38231,-79.70243,13.3812602739726,10.7470410958904
2018,"Belleville","065401","PM2.5",44.15053,-77.3955,11.1667671232877,9.04931506849315
2018,"Brampton","060450","PM2.5",43.66957,-79.76567,12.2864383561644,10.1915342465753
2018,"Brantford","061402","PM2.5",43.13861,-80.29264,13.1510684931507,10.803397260274
2018,"Burlington","063001","PM2.5",43.31457,-79.80276,12.4439452054795,10.201698630137
2018,"Chatham","065801","PM2.5",42.40369,-82.20831,11.5336712328767,9.51676712328767
2018,"Cornwall","061201","PM2.5",45.01798,-74.73531,10.709698630137,8.77147945205479
2018,"Dorset","063301","PM2.5",45.22428,-78.93294,8.45624657534247,6.78383561643836
2018,"Grand Bend","063701","PM2.5",43.33319,-81.74282,8.46843835616438,7.36219178082192
2018,"Guelph","061802","PM2.5",43.55164,-80.26416,12.9365205479452,10.6216164383562
2018,"Hamilton","060512","PM2.5",43.25778,-79.86167,15.5989863013699,12.9151232876712
2018,"Hamilton","060513","PM2.5",43.22942,-79.86278,13.2557260273973,10.751095890411
2018,"Hamilton","060515","PM2.5",43.25744,-79.90775,12.7016712328767,10.8307123287671
2018,"Kingston","060304","PM2.5",44.21987,-76.52113,9.86942465753425,8.04906849315068
2018,"Kitchener","061502","PM2.5",43.44383,-80.50381,12.7664109589041,10.5046849315068
2018,"London","060904","PM2.5",42.97446,-81.20086,11.0416438356164,9.49421917808219
2018,"Mississauga","060434","PM2.5",43.54697,-79.65869,12.355397260274,10.3452876712329
2018,"Newmarket","065101","PM2.5",44.04431,-79.48325,11.1708219178082,9.01287671232877
2018,"North Bay","062001","PM2.5",46.32323,-79.44928,11.1272328767123,8.32942465753425
2018,"Oakville","061603","PM2.5",43.48692,-79.70228,12.3703287671233,10.3245479452055
2018,"Oshawa","061703","PM2.5",43.95222,-78.9125,11.1546849315068,9.18120547945206
2018,"Ottawa","060104","PM2.5",45.43433,-75.676,8.86413698630137,7.63509589041096
2018,"Parry Sound","065201","PM2.5",45.33786,-80.03817,8.98698630136986,7.21769863013699
2018,"Petawawa","066201","PM2.5",45.99672,-77.44119,5.78049315068493,4.91608219178082
2018,"Peterborough","061104","PM2.5",44.30183,-78.34639,11.4745753424658,9.2834794520548
2018,"Port Stanley","065301","PM2.5",42.67208,-81.16289,11.3877260273973,9.47260273972603
2018,"Sarnia","061007","PM2.5",42.91255,-82.41682,12.544301369863,10.3278082191781
2018,"Sarnia","061009","PM2.5",42.99026,-82.39534,12.3613698630137,10.2816712328767
2018,"Sault Ste. Marie","060709","PM2.5",46.53319,-84.30992,10.3544657534247,7.85953424657534
2018,"Simcoe","062601","PM2.5",42.85685,-80.26964,12.6740547945205,10.3826849315068
2018,"St. Catharines","061302","PM2.5",43.16006,-79.23475,12.0943287671233,9.85901369863014
2018,"Sudbury","060610","PM2.5",46.49194,-81.00311,10.0869589041096,7.88197260273973
2018,"Thunder Bay","060809","PM2.5",48.37939,-89.29017,10.229698630137,8.27041095890411
2018,"Tiverton","062501","PM2.5",44.31447,-81.54972,9.3532602739726,7.89882191780822
2018,"Toronto","060410","PM2.5",43.74792,-79.27406,11.0416712328767,9.46616438356164
2018,"Toronto","060430","PM2.5",43.70944,-79.5435,13.3433698630137,10.8824931506849
2018,"Toronto","060433","PM2.5",43.66417,-79.38722,12.4535068493151,10.6204383561644
2018,"Toronto","060435","PM2.5",43.61076,-79.52194,13.1855890410959,11.0816164383562
2018,"Toronto","060438","PM2.5",43.71111,-79.54342,16.1963835616438,13.0904931506849
2018,"Toronto","060440","PM2.5",43.78042,-79.46752,12.9987945205479,10.6557260273973
2018,"Windsor","060204","PM2.5",42.31578,-83.04367,13.6027945205479,11.3603287671233
2018,"Windsor","060211","PM2.5",42.29289,-83.07314,14.2681917808219,11.8535616438356
